date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
23:13:53	400/400	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Tue,%2016%20Jan%202018%2021:11:19%20GMT	http://www.app-vruuum.com.br/assets/js/main.js	/home/boss/websites/Brazil%20f6s/www.app-vruuum.com.br/assets/js/main.js	(from http://www.app-vruuum.com.br/)
23:13:53	400/400	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Tue,%2016%20Jan%202018%2021:11:19%20GMT	http://www.app-vruuum.com.br/assets/js/animations.js	/home/boss/websites/Brazil%20f6s/www.app-vruuum.com.br/assets/js/animations.js	(from http://www.app-vruuum.com.br/)
23:13:54	389/389	UR-M--	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	etag:%223477004259%22	http://cryptoguess.co/images/favicon.png	/home/boss/websites/Brazil%20f6s/cryptoguess.co/images/favicon.png	(from http://cryptoguess.co/)
23:13:54	389/389	UR-M--	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	etag:%222586959713%22	http://cryptoguess.co/images/logo-xs.png	/home/boss/websites/Brazil%20f6s/cryptoguess.co/images/logo-xs.png	(from http://cryptoguess.co/)
23:13:54	389/389	UR-M-Z	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	etag:%222495116964%22	http://cryptoguess.co/js/bundle.js	/home/boss/websites/Brazil%20f6s/cryptoguess.co/js/bundle.js	(from http://cryptoguess.co/)
23:13:55	10328/10328	---M-Z	404	error ('Not%20Found')	text/html	date:Tue,%2016%20Jan%202018%2021:13:45%20GMT	https://www.multibot.com.br/media/fonts/glyphicons-halflings-regular.svg	/home/boss/websites/Brazil%20f6s/www.multibot.com.br/media/fonts/glyphicons-halflings-regular.svg	(from https://www.multibot.com.br/media/css/bootstrap.min.css?v=2017-11-22)
23:13:56	854/-1	---M--	200	added ('OK')	application/rss+xml	etag:%22afd7c55bfe4d6ad942520066744d8583%22	https://rezoom.com.br/comments/feed/	/home/boss/websites/Brazil%20f6s/rezoom.com.br/comments/feed/index.html	(from https://rezoom.com.br/)
23:13:59	54182/-1	---M--	200	added ('OK')	application/rss+xml	date:Tue,%2016%20Jan%202018%2020:52:02%20GMT	https://rezoom.com.br/feed/	/home/boss/websites/Brazil%20f6s/rezoom.com.br/feed/index.html	(from https://rezoom.com.br/)
23:14:00	4568/4568	UR-MCZ	200	added ('OK')	application/javascript	etag:W/%225a156b1d-11d8%22	https://rec.smartlook.com/recorder.js	/home/boss/websites/Brazil%20f6s/rec.smartlook.com/recorder.js	(from https://www.multibot.com.br/)
23:14:00	1045/1045	UR-MCZ	200	added ('OK')	text/xml	etag:W/%2252b06c2b-415%22	https://s1.wp.com/wp-includes/wlwmanifest.xml	/home/boss/websites/Brazil%20f6s/s1.wp.com/wp-includes/wlwmanifest.xml	(from https://rezoom.com.br/)
23:14:01	1385/1385	UR-MCZ	200	added ('OK')	application/xml	date:Tue,%2016%20Jan%202018%2021:13:57%20GMT	https://rezoom.com.br/osd.xml	/home/boss/websites/Brazil%20f6s/rezoom.com.br/osd.xml	(from https://rezoom.com.br/)
23:14:01	1015/1015	UR-MCZ	200	added ('OK')	text/xml	etag:W/%2254c2cdd6-3f7%22	https://s1.wp.com/opensearch.xml	/home/boss/websites/Brazil%20f6s/s1.wp.com/opensearch.xml	(from https://rezoom.com.br/)
23:14:05	165742/165742	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:%222876e-557462ea29568-gzip%22	https://www.multibot.com.br/lib/font-awesome/fonts/fontawesome-webfont.eot?v=4.7.0	/home/boss/websites/Brazil%20f6s/www.multibot.com.br/lib/font-awesome/fonts/fontawesome-webfont3e6e.eot	(from https://www.multibot.com.br/lib/font-awesome/css/font-awesome.min.css?v=2017-11-22)
23:14:05	875/875	URF---	200	added ('OK%20(cached)')	image/png		https://rezoomvinidani.files.wordpress.com/2018/01/cropped-rz-c3adcone-app-2.png?w=32	/home/boss/websites/Brazil%20f6s/rezoomvinidani.files.wordpress.com/2018/01/cropped-rz-c3adcone-app-276ca.png	(from https://rezoom.com.br/)
23:14:05	7035/7035	URF---	200	added ('OK%20(cached)')	image/png		https://rezoomvinidani.files.wordpress.com/2018/01/cropped-rz-c3adcone-app-2.png?w=192	/home/boss/websites/Brazil%20f6s/rezoomvinidani.files.wordpress.com/2018/01/cropped-rz-c3adcone-app-29939.png	(from https://rezoom.com.br/)
23:14:05	6451/6451	URF---	200	added ('OK%20(cached)')	image/png		https://rezoomvinidani.files.wordpress.com/2018/01/cropped-rz-c3adcone-app-2.png?w=180	/home/boss/websites/Brazil%20f6s/rezoomvinidani.files.wordpress.com/2018/01/cropped-rz-c3adcone-app-2ad83.png	(from https://rezoom.com.br/)
23:14:10	165742/165742	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:%222876e-557462ea29568-gzip%22	https://www.multibot.com.br/lib/font-awesome/fonts/fontawesome-webfont.eot?	/home/boss/websites/Brazil%20f6s/www.multibot.com.br/lib/font-awesome/fonts/fontawesome-webfontd41d.eot	(from https://www.multibot.com.br/lib/font-awesome/css/font-awesome.min.css?v=2017-11-22)
23:14:10	4040/4040	URF---	200	added ('OK%20(cached)')	image/png		https://rezoomvinidani.files.wordpress.com/2017/12/cropped-rz.png	/home/boss/websites/Brazil%20f6s/rezoomvinidani.files.wordpress.com/2017/12/cropped-rz.png	(from https://rezoom.com.br/)
23:14:10	187577/187577	URF---	200	added ('OK%20(cached)')	image/jpeg		https://rezoomvinidani.files.wordpress.com/2017/12/pexels-photo-268964-e1514570280553.jpeg?w=1180&h=600&crop=1	/home/boss/websites/Brazil%20f6s/rezoomvinidani.files.wordpress.com/2017/12/pexels-photo-268964-e15145702805530734.jpg	(from https://rezoom.com.br/)
23:14:10	577151/577151	URF---	200	added ('OK%20(cached)')	image/jpeg		https://rezoomvinidani.files.wordpress.com/2018/01/pexels-photo-556959-2.jpeg?w=1180&h=600&crop=1	/home/boss/websites/Brazil%20f6s/rezoomvinidani.files.wordpress.com/2018/01/pexels-photo-556959-20734.jpg	(from https://rezoom.com.br/)
23:14:13	77160/77160	---MCZ	200	added ('OK')	text/html	etag:%2212d68-557462ea2a509-gzip%22	https://www.multibot.com.br/lib/font-awesome/fonts/fontawesome-webfont.woff2?v=4.7.0	/home/boss/websites/Brazil%20f6s/www.multibot.com.br/lib/font-awesome/fonts/fontawesome-webfont3e6e.html	(from https://www.multibot.com.br/lib/font-awesome/css/font-awesome.min.css?v=2017-11-22)
23:14:13	78681/78681	URF---	200	added ('OK%20(cached)')	image/jpeg		https://rezoomvinidani.files.wordpress.com/2018/01/teenssmartphone_custom-88cb895aee6f4c2127d2a33a27bf211a071ca5e7-s900-c85.jpg?w=900&h=599&crop=1	/home/boss/websites/Brazil%20f6s/rezoomvinidani.files.wordpress.com/2018/01/teenssmartphone_custom-88cb895aee6f4c2127d2a33a27bf211a071ca5e7-s900-c85b52e.jpg	(from https://rezoom.com.br/)
23:14:13	790955/790955	URF---	200	added ('OK%20(cached)')	image/jpeg		https://rezoomvinidani.files.wordpress.com/2017/12/keyboard-1804305_1280-e1514570391503.jpg?w=1180&h=600&crop=1	/home/boss/websites/Brazil%20f6s/rezoomvinidani.files.wordpress.com/2017/12/keyboard-1804305_1280-e15145703915030734.jpg	(from https://rezoom.com.br/)
23:14:13	1125315/1125315	URF---	200	added ('OK%20(cached)')	image/jpeg		https://rezoomvinidani.files.wordpress.com/2017/12/keyboard-1804305_1280-e1514570391503.jpg?w=1180	/home/boss/websites/Brazil%20f6s/rezoomvinidani.files.wordpress.com/2017/12/keyboard-1804305_1280-e15145703915036329.jpg	(from https://rezoom.com.br/)
23:14:18	98024/98024	---MCZ	200	added ('OK')	application/font-woff	etag:%2217ee8-557462ea2a509-gzip%22	https://www.multibot.com.br/lib/font-awesome/fonts/fontawesome-webfont.woff?v=4.7.0	/home/boss/websites/Brazil%20f6s/www.multibot.com.br/lib/font-awesome/fonts/fontawesome-webfont3e6e.woff	(from https://www.multibot.com.br/lib/font-awesome/css/font-awesome.min.css?v=2017-11-22)
23:14:18	32936/32936	URF---	200	added ('OK%20(cached)')	image/jpeg		https://rezoomvinidani.files.wordpress.com/2017/12/bia.jpg?w=180&h=180&crop=1	/home/boss/websites/Brazil%20f6s/rezoomvinidani.files.wordpress.com/2017/12/biaa562.jpg	(from https://rezoom.com.br/)
23:14:18	257804/257804	URF---	200	added ('OK%20(cached)')	image/jpeg		https://rezoomvinidani.files.wordpress.com/2017/12/pexels-photo-268964-e1514570280553.jpeg?w=1180	/home/boss/websites/Brazil%20f6s/rezoomvinidani.files.wordpress.com/2017/12/pexels-photo-268964-e15145702805536329.jpg	(from https://rezoom.com.br/)
23:14:18	32250/32250	URF---	200	added ('OK%20(cached)')	image/jpeg		https://rezoomvinidani.files.wordpress.com/2017/12/cecc3adlia.jpg?w=180&h=180&crop=1	/home/boss/websites/Brazil%20f6s/rezoomvinidani.files.wordpress.com/2017/12/cecc3adliaa562.jpg	(from https://rezoom.com.br/)
23:14:22	165548/165548	---MCZ	200	added ('OK')	application/font-sfnt	etag:%22286ac-557462ea2a509-gzip%22	https://www.multibot.com.br/lib/font-awesome/fonts/fontawesome-webfont.ttf?v=4.7.0	/home/boss/websites/Brazil%20f6s/www.multibot.com.br/lib/font-awesome/fonts/fontawesome-webfont3e6e.ttf	(from https://www.multibot.com.br/lib/font-awesome/css/font-awesome.min.css?v=2017-11-22)
23:14:22	43/43	URF---	200	added ('OK%20(cached)')	image/gif		https://pixel.wp.com/b.gif?v=noscript	/home/boss/websites/Brazil%20f6s/pixel.wp.com/b0b80.gif	(from https://rezoom.com.br/)
23:14:22	399/399	UR-M--	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Tue,%2016%20Jan%202018%2021:14:20%20GMT	https://www.multibot.com.br/media/img/conheca-painel.jpg?v=2	/home/boss/websites/Brazil%20f6s/www.multibot.com.br/media/img/conheca-painel5e1f.jpg	(from https://www.multibot.com.br/conheca)
23:14:22	1397/1397	UR-MCZ	200	added ('OK')	text/javascript	date:Tue,%2016%20Jan%202018%2021:14:19%20GMT	https://rezoom.com.br/wp-content/plugins/ie-sitemode/custom-jumplist.php	/home/boss/websites/Brazil%20f6s/rezoom.com.br/wp-content/plugins/ie-sitemode/custom-jumplist.php	(from https://rezoom.com.br/)
23:14:27	444379/444379	---MCZ	200	added ('OK')	image/svg+xml	etag:%226c7db-557462ea29568-gzip%22	https://www.multibot.com.br/lib/font-awesome/fonts/fontawesome-webfont.svg?v=4.7.0	/home/boss/websites/Brazil%20f6s/www.multibot.com.br/lib/font-awesome/fonts/fontawesome-webfont3e6e.svg	(from https://www.multibot.com.br/lib/font-awesome/css/font-awesome.min.css?v=2017-11-22)
